Make,Model,Variant,Fuel_Type,Transmission,Ex_Showroom_Price,Market_Status
Isuzu,D Max 2021 2024,D-Max [2021-2024] V-Cross Z 4x4 MT [2021],Petrol,Manual,2344000,Active
Isuzu,D Max 2021 2024,D-Max [2021-2024] V-Cross Z 4x4 MT,Petrol,Manual,2350000,Active
Isuzu,D Max 2021 2024,D-Max [2021-2024] V-Cross Z Prestige 4x4 AT,Petrol,Automatic,2700000,Active
Isuzu,Hi Lander,Hi-Lander 2WD | Diesel Turbo | Manual,Diesel,Manual,2105000,Active
Isuzu,Hi Lander,Hi-Lander 2WD | Diesel Turbo | Automatic,Diesel,Automatic,2360000,Active
Isuzu,Mu X,MU-X 4x2 AT,Petrol,Automatic,3453000,Active
Isuzu,Mu X,MU-X 4x4 AT,Petrol,Automatic,3771000,Active
Isuzu,Mu7 2014 2017,MU7 [2014-2017] High BS IV,Petrol,Manual,2000000,Active
Isuzu,Mu7 2014 2017,MU7 [2014-2017] Base BS IV,Petrol,Manual,2057999,Active
Isuzu,Mu7 2014 2017,MU7 [2014-2017] Base BS III,Petrol,Manual,2127000,Active
Isuzu,Mu7 2014 2017,MU7 [2014-2017] Premium AT,Petrol,Automatic,2235000,Active
Isuzu,Mu7 2014 2017,MU7 [2014-2017] High BS III,Petrol,Manual,2294000,Active
Isuzu,Mu X 2018 2020,MU-X [2018-2020] 4x2,Petrol,Manual,2731000,Active
Isuzu,Mu X 2018 2020,MU-X [2018-2020] 4x4,Petrol,Manual,2927000,Active
Rolls Royce,Silver Spur,6.7 V8,Petrol,Manual,0,Discontinued
Rolls Royce,Phantom,Sedan,Petrol,Manual,89900000,Active
Rolls Royce,Phantom,Centenary Edition,Petrol,Manual,292000000,Active
Rolls Royce,Ghost Series Ii,Ghost Series II 6.6 [2014-2020],Petrol,Manual,44800000,Active
Rolls Royce,Ghost Series Ii,Ghost Series II 6.6,Petrol,Manual,46700000,Active
Rolls Royce,Ghost Series Ii,Ghost Series II EWB [2015-2020],Petrol,Manual,53200000,Active
Rolls Royce,Ghost Series Ii,Ghost Series II EWB,Petrol,Manual,53200000,Active
Rolls Royce,Dropheadcoupe,Drophead Coupe Convertible,Petrol,Manual,76000000,Active
Rolls Royce,Cullinan,SUV,Petrol,Manual,65700000,Active
Rolls Royce,Dawn,Convertible,Petrol,Manual,59200000,Active
Rolls Royce,Dawn,Convertible [2016-2020],Petrol,Manual,59400000,Active
Rolls Royce,Phantomcoupe,Phantom Coupe 6.8 L,Petrol,Manual,70600000,Active
Rolls Royce,Spectre,Coupe,Petrol,Manual,75000000,Active
Rolls Royce,Spectre,Black Badge,Petrol,Manual,95000000,Active
Rolls Royce,Wraith,Coupe [2015-2020],Petrol,Manual,50000000,Active
Rolls Royce,Wraith,Coupe,Petrol,Manual,50000000,Active
Audi,Q8 E Tron,Q8 e-tron 50,Petrol,Manual,11500000,Active
Audi,Q8 E Tron,Q8 e-tron 55,Petrol,Manual,12700000,Active
Audi,New A3,Technology 35 TFSi,Petrol,Manual,3121000,Active
Audi,New A3,Standard 35 TFSi,Petrol,Manual,3500000,Active
Audi,New A3,Premium 35 TFSi,Petrol,Manual,3500000,Active
Audi,New A3,Premium Plus 35 TFSi,Petrol,Manual,3121000,Active
Audi,Rs Q8 2020 2025,RS Q8 [2020-2025] 4.0L TFSI [2020-2024],Petrol,Manual,22200000,Active
Audi,Rs Q8 2020 2025,RS Q8 [2020-2025] 4.0L TFSI,Petrol,Manual,22200000,Active
Audi,S5 Sportback 2015 2017,S5 Sportback [2015-2017] 3.0 TFSI Quattro,Petrol,Automatic,6622000,Active
Audi,Sq8,SQ8 4.0 | Petrol Turbo | Automatic,Petrol,Automatic,18100000,Active
Audi,Rs7 Sportback,RS7 Sportback 4.0L TFSI,Petrol,Manual,22300000,Active
Audi,A5,Sportback 35 TDI,Petrol,Manual,5544000,Active
Audi,A5,Sportback 40 TDI,Petrol,Manual,6062000,Active
Audi,A5,S5,Petrol,Manual,7266000,Active
Audi,Q8,55 TFSI quattro,Petrol,Automatic,11500000,Active
Audi,S5 Sportback,3.0 TFSI Quattro,Petrol,Automatic,7356999,Active
Audi,S5 Sportback,Platinum Edition,Petrol,Automatic,8050000,Active
Audi,A4 2016 2020,A4 [2016-2020] 30 TFSI Premium Plus,Petrol,Manual,4150000,Active
Audi,A4 2016 2020,A4 [2016-2020] Lifestyle Edition,Petrol,Manual,4309000,Active
Audi,A4 2016 2020,A4 [2016-2020] 35 TDI Premium Plus,Petrol,Manual,4340000,Active
Audi,A4 2016 2020,A4 [2016-2020] 30 TFSI Technology Pack,Petrol,Manual,4508000,Active
Audi,A4 2016 2020,A4 [2016-2020] 35 TDI Technology,Petrol,Manual,4697000,Active
Audi,A4 2016 2020,A4 [2016-2020] 1.4TFSI Multitronic,Petrol,Manual,4150000,Active
Audi,A4 2016 2020,A4 [2016-2020] 35 TFSI,Petrol,Manual,4150000,Active
Audi,R8,5.2 V10,Petrol,Manual,23000000,Active
Audi,R8,5.2 V10 Plus,Petrol,Manual,27200000,Active
Audi,S6,4.0 TFSI,Petrol,Manual,9525000,Active
Audi,S6,4.0 TFSI [2013-2016],Petrol,Manual,9636000,Active
Audi,Rs Q8 Performance,RS Q8 Performance 4.0L TFSI,Petrol,Manual,23800000,Active
Audi,A6,Premium Plus 45 TFSI,Petrol,Manual,6481000,Active
Audi,A6,Technology 45 TFSI,Petrol,Manual,7166000,Active
Audi,Q2,Standard 40 TFSI quattro,Petrol,Automatic,3500000,Active
Audi,Q2,Standard 40 TFSI quattro With Sunroof,Petrol,Automatic,3650000,Active
Audi,Q2,Premium 40 TFSI quattro,Petrol,Automatic,4090000,Active
Audi,Q2,Premium Plus I 40 TFSI quattro,Petrol,Automatic,4465000,Active
Audi,Q2,Premium Plus II 40 TFSI quattro,Petrol,Automatic,4515000,Active
Audi,Q2,Technology 40 TFSI quattro,Petrol,Automatic,4890000,Active
Audi,A5 Cabriolet,2.0 TDI,Petrol,Manual,6948999,Active
Audi,Q7,Premium Plus,Petrol,Manual,8762000,Active
Audi,Q7,Bold Edition,Petrol,Manual,9256000,Active
Audi,Q7,Signature Edition,Petrol,Automatic,9441000,Active
Audi,Q7,Technology,Petrol,Manual,9615000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 40 TDI Premium Plus,Petrol,Manual,5027000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 45 TFSI Premium Plus,Petrol,Manual,5027000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 35 TDI Premium Plus,Petrol,Manual,5527000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 35 TDI Technology,Petrol,Manual,5599000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 40 TDI Technology,Petrol,Manual,5626000,Active
Audi,Q5 2018 2020,Q5 [2018-2020] 45 TFSI Technology,Petrol,Manual,5626000,Active
Audi,E Tron Gt,e-tron GT S,Petrol,Manual,17200000,Active
Audi,E Tron Gt,e-tron GT RS,Petrol,Manual,19500000,Active
Audi,Q8 2020 2024,Q8 [2020-2024] Celebration,Petrol,Automatic,10700000,Active
Audi,Q8 2020 2024,Q8 [2020-2024] Limited Edition,Petrol,Manual,11800000,Active
Audi,Q8 2020 2024,Q8 [2020-2024] 55 TFSI quattro,Petrol,Automatic,14300000,Active
Audi,S4 2012 2016,S4 [2012-2016] S4 3.0 TFSI quattro,Petrol,Automatic,5206000,Active
Audi,E Tron,e-tron 50,Petrol,Manual,10200000,Active
Audi,E Tron,e-tron 55,Petrol,Manual,11900000,Active
Audi,E Tron,e-tron 55 Technology,Petrol,Manual,12500000,Active
Audi,Q3,40 TFSI Premium,Petrol,Manual,4367000,Active
Audi,Q3,40 TFSI Premium Plus,Petrol,Manual,4819000,Active
Audi,Q3,Signature Edition,Petrol,Automatic,5231000,Active
Audi,Q3,40 TFSI Technology,Petrol,Manual,5300000,Active
Audi,E Tron Sportback,e-tron Sportback 55,Petrol,Manual,12000000,Active
Audi,E Tron Sportback,e-tron Sportback 55 Technology,Petrol,Manual,12600000,Active
Audi,Q3 2017 2020,Q3 [2017-2020] 30 TFSI Premium,Petrol,Manual,3497000,Active
Audi,Q3 2017 2020,Q3 [2017-2020] 30 TDI Premium FWD,Petrol,Manual,3678000,Active
Audi,Q3 2017 2020,Q3 [2017-2020] 35 TDI quattro Premium Plus,Petrol,Automatic,3993000,Active
Audi,Q3 2017 2020,Q3 [2017-2020] 35 TDI quattro Technology,Petrol,Automatic,4361000,Active
Audi,A4,Premium 40 TFSI,Petrol,Manual,4688000,Active
Audi,A4,Premium Plus 40 TFSI,Petrol,Manual,5185000,Active
Audi,A4,Signature Edition,Petrol,Automatic,5402000,Active
Audi,A4,Technology 40 TFSI,Petrol,Manual,5583000,Active
Audi,Q8 Sportback E Tron,Q8 Sportback e-tron 50,Petrol,Manual,11900000,Active
Audi,Q8 Sportback E Tron,Q8 Sportback e-tron 55,Petrol,Manual,13200000,Active
Audi,A6 2015 2019,A6 [2015-2019] 35 TFSI,Petrol,Manual,4869000,Active
Audi,A6 2015 2019,A6 [2015-2019] 35 TFSI S Line Matrix,Petrol,Automatic,5004000,Active
Audi,A6 2015 2019,A6 [2015-2019] 35 TDI Matrix,Petrol,Automatic,5104000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Limited Edition,Petrol,Manual,8808000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Premium Plus 55 TFSI [2022-2024],Petrol,Manual,8866000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Premium Plus 55 TFSI,Petrol,Manual,8866000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Technology 55 TFSI w/o Matrix,Petrol,Automatic,9063000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Technology 55 TFSI [2022-2023],Petrol,Manual,9634000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Technology 55 TFSI,Petrol,Manual,9634000,Active
Audi,Q7 2022 2024,Q7 [2022-2024] Bold Editon,Petrol,Manual,9784000,Active
Audi,A8 L,Celebration Edition,Petrol,Automatic,12700000,Active
Audi,A8 L,Technology,Petrol,Manual,15400000,Active
Audi,Rs5,RS5 Sportback,Petrol,Manual,10700000,Active
Audi,A7 2011 2015,A7 [2011-2015] Sportback 3.0 TDI quattro,Petrol,Automatic,8635000,Active
Audi,A7 2011 2015,A7 [2011-2015] 3.0 TFSi,Petrol,Manual,8635000,Active
Audi,Q3 Sportback,Signature Edition,Petrol,Automatic,5355000,Active
Audi,Q3 Sportback,Bold Edition,Petrol,Manual,5385000,Active
Audi,Q3 Sportback,Technology Plus S-line,Petrol,Manual,5425000,Active
Audi,Rs5 2018 2020,RS5 [2018-2020] Coupe,Petrol,Manual,11100000,Active
Audi,Q5,Premium Plus 45 TFSI,Petrol,Manual,6555000,Active
Audi,Q5,Bold Edition,Petrol,Manual,6980000,Active
Audi,Q5,Signature Edition,Petrol,Automatic,6986000,Active
Audi,Q5,Technology 45 TFSI,Petrol,Manual,7073000,Active
Audi,Tt,TT 45 TFSI,Petrol,Manual,6543000,Active
Audi,A8 L 2018 2022,A8 L [2018-2022] 55 TFSI quattro,Petrol,Automatic,15800000,Active
Mg,Majestor,Base Model,Petrol,Manual,4069000,Active
Mg,Majestor,Top Model,Petrol,Manual,4500000,Active
Mg,Majestor,Automatic,Petrol,Automatic,0,Discontinued
Mg,Gloster,Base Model,Petrol,Manual,4650000,Active
Mg,Gloster,Savvy,Petrol,Manual,5153000,Active
Mg,Gloster,Blackstorm,Petrol,Manual,5236000,Active
Mg,Gloster,Desertstorm,Petrol,Manual,5313000,Active
Mg,Gloster,Snowstorm,Petrol,Manual,5313000,Active
Mg,Gloster,Automatic,Petrol,Automatic,0,Discontinued
Mg,Gloster,MG  base model,Petrol,Manual,3833000,Active
Mg,Gloster,MG  top model,Petrol,Manual,4374000,Active
Mg,Comet Ev,Comet EV Base Model,Electric,Manual,809000,Active
Mg,Comet Ev,Comet EV Excite,Electric,Manual,924000,Active
Mg,Comet Ev,Comet EV Excite FC,Electric,Manual,952000,Active
Mg,Comet Ev,Comet EV Exclusive,Electric,Manual,1027999,Active
Mg,Comet Ev,Comet EV Exclusive FC,Electric,Manual,1056000,Active
Mg,Comet Ev,Comet EV Blackstorm,Electric,Manual,1061000,Active
Mg,Comet Ev,MG Comet EV base model,Electric,Manual,631000,Active
Mg,Comet Ev,MG Comet EV top model,Electric,Manual,882000,Active
Mg,Astor,Base Model,Petrol,Manual,1140000,Active
Mg,Astor,Shine,Petrol,Manual,1341000,Active
Mg,Astor,Select,Petrol,Manual,1600000,Active
Mg,Astor,Sharp Pro,Petrol,Manual,1735000,Active
Mg,Astor,Savvy Pro,Petrol,Manual,1826000,Active
Mg,Astor,Automatic,Petrol,Automatic,0,Discontinued
Mg,Astor,MG  base model,Petrol,Manual,978999,Active
Mg,Astor,MG  top model,Petrol,Manual,1550000,Active
Mg,Zs Ev 2020 2022,ZS EV [2020-2022] Base Model,Electric,Manual,2631000,Active
Mg,Zs Ev 2020 2022,ZS EV [2020-2022] Exclusive,Electric,Manual,2966000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Base Model,Petrol,Manual,1745000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Shine Pro,Petrol,Manual,2099000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Select Pro,Petrol,Manual,2136000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Shine,Petrol,Manual,2129000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Smart Pro,Petrol,Manual,2459000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Smart,Petrol,Manual,2315000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Sharp Pro,Petrol,Manual,2629000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Blackstorm,Petrol,Manual,2423000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Snowstorm,Petrol,Manual,2423000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] Savvy Pro,Petrol,Manual,2626000,Active
Mg,Old Generation Hector 2023,Hector [2023-2025] 100-Year Edition,Petrol,Manual,2736000,Active
Mg,Hector Plus,Base Model,Petrol,Manual,2224000,Active
Mg,Hector Plus,Savvy Pro,Petrol,Manual,2329000,Active
Mg,Hector Plus,Automatic,Petrol,Automatic,0,Discontinued
Mg,Hector Plus,MG  base model,Petrol,Manual,1729000,Active
Mg,Hector Plus,MG  top model,Petrol,Manual,1969000,Active
Mg,Zs Ev,ZS EV Base Model,Electric,Manual,1921000,Active
Mg,Zs Ev,ZS EV Excite Pro,Electric,Manual,2000000,Active
Mg,Zs Ev,ZS EV Exclusive Plus,Electric,Manual,2106000,Active
Mg,Zs Ev,ZS EV 100-Year,Electric,Manual,2092000,Active
Mg,Zs Ev,ZS EV Top Model,Electric,Manual,2211000,Active
Mg,Zs Ev,MG ZS EV base model,Electric,Manual,1550000,Active
Mg,Zs Ev,MG ZS EV top model,Electric,Manual,1814000,Active
Mg,Gloster 2020 2022,Gloster [2020-2022] Base Model,Petrol,Manual,3833000,Active
Mg,Gloster 2020 2022,Gloster [2020-2022] Smart,Petrol,Manual,4192000,Active
Mg,Gloster 2020 2022,Gloster [2020-2022] Sharp,Petrol,Manual,4603000,Active
Mg,Gloster 2020 2022,Gloster [2020-2022] Top Model,Petrol,Manual,4792000,Active
Mg,Cyberster,Base Model,Petrol,Manual,8179000,Active
Mg,Cyberster,MG  base model,Petrol,Manual,7750000,Active
Mg,M9,Presidential Limo,Petrol,Manual,8012000,Active
Mg,M9,MG  base model,Petrol,Manual,7590000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Base Model,Petrol,Manual,1952000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Select Pro,Petrol,Manual,2207000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Smart Pro,Petrol,Manual,2543000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Smart,Petrol,Manual,2355000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Sharp Pro,Petrol,Manual,2713000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Sharp,Petrol,Manual,2483000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Blackstorm,Petrol,Manual,2510000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Snowstorm,Petrol,Manual,2510000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] Savvy Pro,Petrol,Manual,2714000,Active
Mg,Old Generation Hector Plus 2023,Hector Plus [2023-2025] 100-Year Edition,Petrol,Manual,2813000,Active
Mg,Windsor Ev,Windsor EV Base Model,Electric,Manual,1497000,Active
Mg,Windsor Ev,Windsor EV Inspire Limited,Electric,Manual,1768000,Active
Mg,Windsor Ev,Windsor EV Exclusive,Electric,Manual,1651000,Active
Mg,Windsor Ev,Windsor EV Essence,Electric,Manual,1755000,Active
Mg,Windsor Ev,Windsor EV Exclusive Pro,Electric,Manual,1844000,Active
Mg,Windsor Ev,Windsor EV Essence Pro,Electric,Manual,1972000,Active
Mg,Windsor Ev,MG Windsor EV base model,Electric,Manual,1204000,Active
Mg,Windsor Ev,MG Windsor EV top model,Electric,Manual,1610000,Active
Mg,Hector,Base Model,Petrol,Manual,1425000,Active
Mg,Hector,Select Pro,Petrol,Manual,1694000,Active
Mg,Hector,Smart Pro,Petrol,Manual,1964000,Active
Mg,Hector,Sharp Pro,Petrol,Manual,2163000,Active
Mg,Hector,Savvy Pro,Petrol,Manual,2268000,Active
Mg,Hector,Automatic,Petrol,Automatic,0,Discontinued
Mg,Hector,MG  base model,Petrol,Manual,1199000,Active
Mg,Hector,MG  top model,Petrol,Manual,1919000,Active
Jeep,Meridian,Base Model,Petrol,Manual,3310000,Active
Jeep,Meridian,Longitude Plus,Petrol,Manual,3534000,Active
Jeep,Meridian,Trail Edition,Petrol,Manual,4246000,Active
Jeep,Meridian,Limited (O),Petrol,Manual,4336000,Active
Jeep,Meridian,Overland,Petrol,Manual,4561000,Active
Jeep,Meridian,Track Edition,Petrol,Manual,4602000,Active
Jeep,Meridian,base model,Petrol,Manual,2333000,Active
Jeep,Meridian,top model,Petrol,Manual,3782000,Active
Jeep,Grand Cherokee,Limited (O),Petrol,Manual,7545000,Active
Jeep,Grand Cherokee,Signature Edition,Petrol,Automatic,7598999,Active
Jeep,Grand Cherokee,base model,Petrol,Manual,6300000,Active
Jeep,Grand Cherokee,top model,Petrol,Automatic,6385000,Active
Jeep,Willys,Base Model,Diesel,Manual,403000,Active
Jeep,Willys,Diesel,Diesel,Manual,403000,Active
Jeep,Compass,Base Model,Petrol,Manual,2187000,Active
Jeep,Compass,Longitude,Petrol,Manual,2821000,Active
Jeep,Compass,Longitude (O),Petrol,Manual,3102000,Active
Jeep,Compass,Trail Edition,Petrol,Manual,3131000,Active
Jeep,Compass,Limited (O),Petrol,Manual,3246000,Active
Jeep,Compass,Model S (O),Petrol,Manual,3715999,Active
Jeep,Compass,Track Edition,Petrol,Manual,3746000,Active
Jeep,Compass,base model,Petrol,Manual,1798999,Active
Jeep,Compass,top model,Petrol,Manual,3070000,Active
Jeep,Grandcherokee 2016 2020,Grand Cherokee [2016-2020] Base Model,Petrol,Manual,9535000,Active
Jeep,Grandcherokee 2016 2020,Grand Cherokee [2016-2020] Summit,Petrol,Manual,10800000,Active
Jeep,Grandcherokee 2016 2020,Grand Cherokee [2016-2020] Top Model,Petrol,Manual,13500000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Base Model,Petrol,Manual,2011000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Sport Plus,Petrol,Manual,2173000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Sport Bedrock,Petrol,Manual,2113000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Longitude,Petrol,Manual,2667000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Longitude (O),Petrol,Manual,2468000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Longitude Plus,Petrol,Manual,3031000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Limited,Petrol,Manual,2673000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Night Eagle,Petrol,Manual,2832000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Limited (O),Petrol,Manual,2689000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Limited Plus,Petrol,Manual,3033000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Trailhawk,Petrol,Manual,3247000,Active
Jeep,Compass 2017 2021,Compass [2017-2021] Trailhawk (O),Petrol,Manual,3344000,Active
Jeep,Kaiser,Base Model,Petrol,Manual,1500000,Active
Jeep,Kaiser,CJ-5,Petrol,Manual,1500000,Active
Jeep,Wrangler,Base Model,Petrol,Manual,7684999,Active
Jeep,Wrangler,Rubicon,Petrol,Manual,8126000,Active
Jeep,Wrangler,Willys 41 Special Edition,Petrol,Manual,8362000,Active
Jeep,Wrangler,base model,Petrol,Manual,6458000,Active
Jeep,Wrangler,top model,Petrol,Manual,7031000,Active
Jeep,Wrangler 2021 2024,Wrangler [2021-2024] Base Model,Petrol,Manual,7456999,Active
Jeep,Wrangler 2021 2024,Wrangler [2021-2024] Top Model,Petrol,Manual,7930000,Active
Renault,Fluence 2014 2017,Fluence [2014-2017] Base Model,Petrol,Manual,1870000,Active
Renault,Fluence 2014 2017,Fluence [2014-2017] Top Model,Petrol,Manual,2068000,Active
Renault,Fluence 2014 2017,Fluence [2014-2017] Diesel E4 [2014-2017],Diesel,Manual,1661000,Active
Renault,Scala 2012 2017,Scala [2012-2017] Base Model,Petrol,Manual,874000,Active
Renault,Scala 2012 2017,Scala [2012-2017] RxL,Petrol,Manual,1052000,Active
Renault,Scala 2012 2017,Scala [2012-2017] RxZ,Petrol,Manual,1086000,Active
Renault,Scala 2012 2017,Scala [2012-2017] Travelogue Edition,Petrol,Manual,1000000,Active
Renault,Scala 2012 2017,Scala [2012-2017] RxZ Petrol AT Travelogue,Petrol,Automatic,1068000,Active
Renault,Kiger,Base Model,Petrol,Manual,738000,Active
Renault,Kiger,Evolution,Electric,Manual,819000,Active
Renault,Kiger,Techno,Petrol,Manual,1065000,Active
Renault,Kiger,Top Model,Petrol,Manual,1222000,Active
Renault,Kiger,CNG,CNG,Manual,0,Discontinued
Renault,Kiger,Automatic,Petrol,Automatic,0,Discontinued
Renault,Kiger,base model,Petrol,Manual,576000,Active
Renault,Kiger,top model,Petrol,Manual,1034000,Active
Renault,Lodgy,Base Model,Petrol,Manual,1075000,Active
Renault,Lodgy,RxL,Petrol,Manual,1287000,Active
Renault,Lodgy,RxE,Petrol,Manual,1188000,Active
Renault,Lodgy,World,Petrol,Manual,1309000,Active
Renault,Lodgy,RXL Stepway,Petrol,Manual,1357000,Active
Renault,Lodgy,RXZ,Petrol,Manual,1509000,Active
Renault,Lodgy,RXZ Stepway,Petrol,Manual,1564000,Active
Renault,Lodgy,110 PS RXZ 7 STR STEPWAY [2015-2016],Petrol,Manual,1283000,Active
Renault,Kwid,Base Model,Petrol,Manual,568000,Active
Renault,Kwid,Evolution,Electric,Manual,609000,Active
Renault,Kwid,Techno,Petrol,Manual,661000,Active
Renault,Kwid,Top Model,Petrol,Manual,702000,Active
Renault,Kwid,CNG,CNG,Manual,0,Discontinued
Renault,Kwid,Automatic,Petrol,Automatic,0,Discontinued
Renault,Kwid,base model,Petrol,Manual,430000,Active
Renault,Kwid,top model,Petrol,Manual,599000,Active
Renault,Triber 2023 2025,Triber [2023-2025] Base Model,Petrol,Manual,800000,Active
Renault,Triber 2023 2025,Triber [2023-2025] RXL,Petrol,Manual,897000,Active
Renault,Triber 2023 2025,Triber [2023-2025] RXT,Petrol,Manual,978999,Active
Renault,Triber 2023 2025,Triber [2023-2025] Top Model,Petrol,Manual,1048000,Active
Renault,Old Generation Duster 2020 2022,Old Generation Duster [2020-2022] Base Model,Petrol,Automatic,1334000,Active
Renault,Old Generation Duster 2020 2022,Old Generation Duster [2020-2022] RXS,Petrol,Automatic,1614999,Active
Renault,Old Generation Duster 2020 2022,Old Generation Duster [2020-2022] Top Model,Petrol,Automatic,1686000,Active
Renault,Koleos 2014 2017,Koleos [2014-2017] Base Model,Petrol,Manual,3005000,Active
Renault,Koleos 2014 2017,Koleos [2014-2017] Top Model,Petrol,Manual,3544000,Active
Renault,Koleos 2014 2017,Koleos [2014-2017] 4x4 AT [2014-2017],Petrol,Automatic,2829000,Active
Renault,Kiger 2023 2025,Kiger [2023-2025] Base Model,Petrol,Manual,800000,Active
Renault,Kiger 2023 2025,Kiger [2023-2025] RXL,Petrol,Manual,886000,Active
Renault,Kiger 2023 2025,Kiger [2023-2025] RXT,Petrol,Manual,1011999,Active
Renault,Kiger 2023 2025,Kiger [2023-2025] RXT(O),Petrol,Manual,1264000,Active
Renault,Kiger 2023 2025,Kiger [2023-2025] Top Model,Petrol,Manual,1330000,Active
Renault,Scenic,Base Model,Petrol,Manual,800000,Active
Renault,Scenic,2,Petrol,Manual,800000,Active
Renault,Captur,Base Model,Petrol,Manual,1270000,Active
Renault,Captur,Top Model,Petrol,Automatic,1578000,Active
Renault,Captur,Platine Diesel Dual Tone,Diesel,Automatic,1305000,Active
Renault,Kwid 2022 2023,Kwid [2022-2023] Base Model,Petrol,Manual,564000,Active
Renault,Kwid 2022 2023,Kwid [2022-2023] RXL (O),Petrol,Manual,585000,Active
Renault,Kwid 2022 2023,Kwid [2022-2023] RXT,Petrol,Manual,687000,Active
Renault,Kwid 2022 2023,Kwid [2022-2023] CLIMBER,Petrol,Manual,702000,Active
Renault,Kwid 2022 2023,Kwid [2022-2023] CLIMBER (O),Petrol,Manual,713000,Active
Renault,Pulse 2015 2017,Pulse [2015-2017] Base Model,Petrol,Manual,756000,Active
Renault,Pulse 2015 2017,Pulse [2015-2017] Top Model,Petrol,Manual,840000,Active
Renault,Pulse 2015 2017,Pulse [2015-2017] RxZ Diesel [2015-2017],Diesel,Manual,699000,Active
Renault,Triber,Base Model,Petrol,Manual,738000,Active
Renault,Triber,Evolution,Electric,Manual,835000,Active
Renault,Triber,Techno,Petrol,Manual,911000,Active
Renault,Triber,Top Model,Petrol,Manual,1002000,Active
Renault,Triber,CNG,CNG,Manual,0,Discontinued
Renault,Triber,Automatic,Petrol,Automatic,0,Discontinued
Renault,Triber,base model,Petrol,Manual,576000,Active
Renault,Triber,top model,Petrol,Manual,860000,Active
Renault,Duster,Base Model,Petrol,Manual,1242000,Active
Renault,Duster,Evolution,Electric,Manual,1717000,Active
Renault,Duster,Techno,Petrol,Manual,1885000,Active
Renault,Duster,Techno Plus,Petrol,Manual,1978000,Active
Renault,Duster,Iconic,Petrol,Manual,2212000,Active
Renault,Duster,Top Model,Petrol,Manual,2009000,Active
Renault,Duster,Automatic,Petrol,Automatic,0,Discontinued
Renault,Duster,base model,Petrol,Manual,1049000,Active
Renault,Duster,top model,Petrol,Manual,2009000,Active
Renault,Megane,Base Model,Petrol,Manual,2425000,Active
Renault,Megane,2.0 MT Petrol,Petrol,Manual,2425000,Active
Land Rover,Discovery Sport 2020 2022,Discovery Sport [2020-2022] S Petrol,Petrol,Manual,6105000,Active
Land Rover,Discovery Sport 2020 2022,Discovery Sport [2020-2022] S,Petrol,Manual,6523000,Active
Land Rover,Discovery Sport 2020 2022,Discovery Sport [2020-2022] SE R-Dynamic,Petrol,Manual,7127000,Active
Land Rover,Discovery Sport 2020 2022,Discovery Sport [2020-2022] SE R-Dynamic Petrol,Petrol,Manual,7129000,Active
Land Rover,Range Rover Evoque,Autobiography Petrol,Petrol,Manual,6486000,Active
